customer_id,qty_sum,qty_mean,spend_sum,spend_mean,avg_other_discount,avg_coupon_discount,days_since_last_purchase,num_transactions
1,1227,1.1708015267175573,98513.93,94.00184160305344,-16.250381679389314,-2.0198759541984734,3,1048
2,474,1.1312649164677804,43100.03,102.86403341288782,-16.830429594272076,-0.5950835322195703,7,419
3,8163,11.578723404255319,73050.27,103.61740425531916,-22.714226950354607,-3.09154609929078,17,705
4,280,1.2727272727272727,33973.22,154.4237272727273,-13.305409090909091,-0.4047727272727273,53,220
5,93353,117.8699494949495,103615.1,130.82714646464646,-13.657916666666667,-0.11468434343434343,4,792
6,707,1.2126929674099485,59508.22,102.07241852487135,-12.001938250428816,-0.702607204116638,15,583
7,57763,54.85565052231719,107477.03,102.06745489078823,-17.803798670465337,-0.7458974358974358,8,1053
8,1334454,1012.4840667678301,299482.15,227.22469650986343,-23.528945371775414,-5.01160091047041,0,1318
9,117820,211.52603231597845,57275.869999999995,102.82921005385995,-21.101885098743267,-0.8083123877917414,0,557
10,81165,165.30549898167007,50960.3,103.7887983706721,-11.479551934826883,0.0,5,491
11,280268,454.2431118314425,122397.23,198.37476499189626,-25.68517017828201,-4.416418152350081,7,617
12,113464,117.70124481327801,135164.71,140.21235477178422,-19.009014522821577,-1.2396576763485476,11,964
13,305729,123.72683124241198,204036.51,82.57244435451234,-20.642063941724,-0.11387697288547147,0,2471
14,337465,271.274115755627,164169.36,131.9689389067524,-13.92651125401929,-0.4581189710610932,1,1244
15,276922,334.44685990338166,115717.55,139.75549516908214,-16.724106280193237,-1.578792270531401,6,828
16,167098,314.093984962406,86689.81,162.95077067669172,-12.87375939849624,0.0,6,532
17,14675,25.655594405594407,69534.03,121.56298951048952,-18.34984265734266,-1.860716783216783,6,572
18,660,1.2966601178781925,43962.13,86.36960707269155,-12.387779960707269,0.0,0,509
19,1668,1.199137311286844,129142.27,92.84131560028757,-7.127800143781452,-0.06529115744069014,1,1391
20,32574,86.40318302387269,47445.86,125.8510875331565,-14.553236074270556,0.0,1,377
21,544,1.4203655352480418,38468.35,100.43955613577023,-21.156788511749347,-0.3524804177545692,34,383
22,172180,405.1294117647059,65377.07,153.8284,-32.49235294117647,-9.954070588235293,11,425
23,263855,442.7097315436242,80468.68,135.01456375838924,-14.292902684563758,-0.21216442953020132,5,596
24,9500,14.705882352941176,80390.17,124.44298761609907,-16.636486068111456,-0.01930340557275542,2,646
25,59291,302.5051020408163,63523.92,324.1016326530612,-71.05632653061225,-0.45433673469387753,17,196
26,223,2.0272727272727273,20668.77,187.89790909090908,-15.32,-0.8095454545454546,12,110
27,12974,11.146048109965635,116914.45999999999,100.44197594501718,-15.462603092783507,-0.32865979381443294,3,1164
28,794691,387.0876765708719,272161.88,132.56789089137848,-10.915723331709692,-0.11277155382367267,2,2053
29,817,1.5561904761904761,54055.62,102.96308571428573,-20.621885714285714,0.0,3,525
30,817,1.4563279857397504,45807.99,81.65417112299465,-20.45174688057041,-0.7936541889483066,1,561
31,42933,141.69306930693068,26903.09,88.78907590759076,-8.187788778877888,-0.717062706270627,1,303
32,267,1.259433962264151,26010.260000000002,122.68990566037736,-9.099764150943397,-0.3360377358490566,41,212
33,82125,80.5937193326791,150993.67,148.17828263002946,-28.338429833169776,-0.2097350343473994,1,1019
34,471,1.236220472440945,49386.86,129.62430446194224,-17.363989501312336,0.0,2,381
35,41456,173.4560669456067,28304.97,118.43083682008368,-18.059163179916318,-0.8197071129707113,16,239
36,332354,332.354,136432.45,136.43245000000002,-25.30933,-0.42174,6,1000
37,745,1.4030131826741996,56687.09,106.7553483992467,-10.445084745762712,-0.03689265536723164,12,531
38,82922,82.1009900990099,119924.02,118.73665346534654,-12.569564356435643,-0.035267326732673264,13,1010
39,249,1.1266968325791855,23690.25,107.19570135746606,-18.43371040723982,0.0,8,221
40,9896,7.412734082397003,139668.87,104.62087640449438,-15.12732584269663,-0.6358277153558052,2,1335
41,93037,196.6955602536998,63603.67,134.46864693446088,-19.139767441860467,-0.2891754756871036,1,473
42,978452,585.5487731897067,249799.51,149.49102932375823,-18.58423698384201,-0.8430580490724118,1,1671
43,799,1.3013029315960911,55499.06,90.38934853420196,-12.477263843648208,-0.06091205211726384,1,614
44,335,1.1591695501730104,43912.09,151.9449480968858,-12.618512110726643,0.0,0,289
45,146323,109.35949177877428,165138.16999999998,123.42165171898354,-28.436255605381167,-3.8289760837070252,0,1338
46,112186,100.97749774977498,99003.14,89.11173717371737,-18.277704770477047,-0.8672457245724572,6,1111
47,1656,1.401015228426396,124628.16,105.43837563451777,-19.231979695431473,-0.022597292724196274,0,1182
48,12143,31.54025974025974,90185.1,234.247012987013,-27.699168831168834,-3.215038961038961,20,385
49,119023,73.470987654321,149931.42,92.55025925925926,-13.342981481481482,-0.24164197530864195,17,1620
50,215806,357.8872305140962,85868.68,142.4024543946932,-11.876235489220564,0.0,34,603
51,894,1.573943661971831,42836.63,75.41660211267605,-27.8625176056338,-1.1444718309859154,48,568
